namedLocation,domainID,siteID,plotType,sampleID,sampleCode,lmaSampleID,lmaSampleCode,lmaSampleCondition,scanDate,scannedBy,cfc_LMA_freshWeight,cfc_LMA_dryWeight,weighedBy,scannedLeafNumber,leafArea,percentGreen,leafMassPerArea,dryMassFraction,measuredBy,sampleCode.x.x.x,ligninSampleBarcode,cfc_lignin_dryWeight,ligninPercent,cellulosePercent,nlcdClass,geodeticDatum,decimalLatitude,decimalLongitude,coordinateUncertainty,elevation,elevationUncertainty,samplingProtocolVersion,subplotID,sampleType,samplingMethod,vstTag,tagID,individualID,taxonID,scientificName,plantStatus,clipCellNumber,clipID,clipLength,clipWidth,percentCoverClip,toxicodendronPossible.x,sampleCode.y,subsample1Height,subsample2Height,subsample3Height,chlorophyllSampleCode.x,chlorophyllSampleCondition,collectedBy,recordedBy,sampleCode.x.x,ligninSampleBarcode.x,cfc_elements_dryWeight,digestVolume,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,sampleCode.y.y,chlorophyllSampleCode.y,extractionStartDate,extractionLength,cfc_chlorophyll_freshWeight,solventVolume,extractChlAConc,extractChlBConc,extractCarotConc,relativeAccuracyScale,handlingQF,sampleCode.x,cnSampleCode.x,ligninSampleBarcode.y,archiveSampleID,archiveSampleCode,toxicodendronPossible.y,processedBy,sampleCode.y.y.y,cnSampleCode.y,nitrogenPercent,carbonPercent,CNratio,cnPercentQF,percentAccuracyQF,instrument
KONZ_009.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4vIMfm1mkoIOs=,NA,Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4v6dhnxBujDnE=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,1.643,0.447,cbrennan@battelleecology.org,9,5635.3,99,79.3,0.272,NA,NA,NA,0.497,9.16,22.18,grasslandHerbaceous,WGS84,39.107316,-96.585982,20.1,373.1,0.1,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,158,KONZ_009_158,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,jladner@battelleecology.org,cbrennan@battelleecology.org,NA,NA,0.103,25,0.119,1.412,0.703,0.11,0.09,101.9,194.2,4.4,22.7,25.8,NA,NA,2017-06-20,48,0.0912,20,4.09,0.63,1.34,A,0,NA,NA,NA,Cekj+eelgP9Fy+DOcsp9U9WSf3DutN4veceQkHwO7qU=,NA,NA,cwiechman@battelleecology.org,NA,NA,1.56,46.01,29.5,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_014.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8rqN6W/F1q6YCZHdfSRxLt+hQaovm3xi8=,NA,Cekj+eelgP8rqN6W/F1q6YCZHdfSRxLtv8iXxj2kHz4=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,1.407,0.299,cbrennan@battelleecology.org,11,3841.5,97,77.8,0.213,NA,NA,NA,0.471,5.1,26.92,grasslandHerbaceous,WGS84,39.1095,-96.561283,20,379.7,0.01,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,123,KONZ_014_123,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,nbaus@battelleecology.org,sferguson@battelleecology.org,NA,NA,0.103,25,0.101,1.963,0.702,0.185,0.136,56.6,193.8,6.5,22.1,30.2,NA,NA,2017-06-20,48,0.0504,20,3.52,0.54,1.28,A,0,NA,NA,NA,Cekj+eelgP8rqN6W/F1q6YCZHdfSRxLtwtyz0e4VhZc=,NA,NA,cwiechman@battelleecology.org,NA,NA,1.74,44.93,25.9,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP9P1Up66iRoAATQx/RQZ6bdUCrZN/Ev46I=,NA,Cekj+eelgP9P1Up66iRoAATQx/RQZ6bdMf4UbYKGChI=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,1.508,0.514,cbrennan@battelleecology.org,8,6608.4,96,77.8,0.341,NA,NA,NA,0.475,4.01,25.69,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,204,KONZ_024_204,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,nbaus@battelleecology.org,sferguson@battelleecology.org,NA,NA,0.101,25,0.149,1.281,0.884,0.199,0.116,27.4,85.3,3.3,18.7,15.6,NA,NA,2017-06-20,48,0.1073,20,7.7,1.88,2.3,A,0,NA,NA,NA,Cekj+eelgP9P1Up66iRoAATQx/RQZ6bdcU/hUXXGIHw=,NA,NA,cwiechman@battelleecology.org,NA,NA,1.21,45.06,37.2,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_004.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8HxmkpxRAwFsNuGbR/BPcjYvpoCekY9zU=,NA,Cekj+eelgP8HxmkpxRAwFsNuGbR/BPcj8zCMTqV1eOc=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,1.337,0.287,cbrennan@battelleecology.org,7,4589.3,97,62.5,0.215,NA,NA,NA,0.482,5.44,28.09,grasslandHerbaceous,WGS84,39.110568,-96.550148,20,375.1,0.02,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,16,KONZ_004_016,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,nbaus@battelleecology.org,sferguson@battelleecology.org,NA,NA,0.102,25,0.136,2.17,0.541,0.13,0.134,65,98.6,5.7,16.6,26.5,NA,NA,2017-06-20,48,0.0593,20,4.74,0.77,1.66,A,0,NA,NA,NA,Cekj+eelgP8HxmkpxRAwFsNuGbR/BPcjHEanYdWfM3M=,NA,NA,cwiechman@battelleecology.org,NA,NA,1.51,44.69,29.7,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_008.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8/q2AoGGZ6cjflPDbdob4H68G9jeB0LE4=,NA,Cekj+eelgP8/q2AoGGZ6cjflPDbdob4HeJImbVC/XjQ=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,2.312,0.759,cbrennan@battelleecology.org,6,15166.6,90,50,0.328,NA,NA,NA,0.46,17.22,19.39,grasslandHerbaceous,WGS84,39.108081,-96.545369,20,383.3,0.02,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,27,KONZ_008_027,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,nbaus@battelleecology.org,sferguson@battelleecology.org,NA,NA,0.105,25,0.153,1.258,0.588,0.247,0.113,30.4,75.6,7,30.3,16,NA,NA,2017-06-20,48,0.0703,20,2.05,0.43,0.9,A,0,NA,NA,NA,Cekj+eelgP8/q2AoGGZ6cjflPDbdob4HUW8MftxI690=,NA,NA,cwiechman@battelleecology.org,NA,NA,1.69,48.69,28.8,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_002.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP9EQU0Al2SAyHWyKDGB1fuXsJVvjMdieHQ=,NA,Cekj+eelgP9EQU0Al2SAyHWyKDGB1fuXv6D7VbQJpl4=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,1.738,0.42,cbrennan@battelleecology.org,8,7094.7,98,59.2,0.242,NA,NA,NA,0.485,6.59,29.73,grasslandHerbaceous,WGS84,39.119993,-96.546016,20,399.9,0.02,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,51,KONZ_002_051,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,nbaus@battelleecology.org,sferguson@battelleecology.org,NA,NA,0.103,25,0.12,1.665,0.502,0.147,0.119,33.4,74.7,5.8,12.3,14.7,NA,NA,2017-06-20,48,0.0503,20,3.34,0.57,0.98,A,0,NA,NA,NA,Cekj+eelgP9EQU0Al2SAyHWyKDGB1fuXNrz2/e+vGBk=,NA,NA,nbaus@battelleecology.org,NA,NA,1.32,46.01,34.9,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_007.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8hUU9GdNe5XfX3pGP3FBauzJmzRANL8iI=,NA,Cekj+eelgP8hUU9GdNe5XfX3pGP3FBauZVx0DHp/sbU=,NA,OK,2017-05-31T19:00:00Z,cbrennan@battelleecology.org,0.344,0.218,cbrennan@battelleecology.org,9,2845.3,100,76.6,0.634,cbrennan@battelleecology.org,NA,NA,0.491,6.14,36.92,grasslandHerbaceous,WGS84,39.086977,-96.544717,20.1,422.6,0.1,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,67,KONZ_007_067,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,scook@battelleecology.org,jladner@battelleecology.org,NA,NA,0.101,25,0.086,0.873,0.296,0.084,0.073,58.3,220.2,4.4,6.9,22.5,NA,NA,2017-06-20,48,0.068,20,5.39,0.9,1.56,A,0,NA,NA,NA,Cekj+eelgP8hUU9GdNe5XfX3pGP3FBaunQznibFRUks=,NA,NA,cwiechman@battelleecology.org,NA,NA,0.99,43.94,44.3,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_025.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP+4uDBRX8WPBLmsC2ixStEwh5Tmd0qGz+4=,NA,Cekj+eelgP+4uDBRX8WPBLmsC2ixStEwCEkGUiHYgRc=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,3.125,1.874,cbrennan@battelleecology.org,4,19484.1,100,96.2,0.6,NA,NA,NA,0.482,18.64,17.06,deciduousForest,WGS84,39.103999,-96.596164,20.3,339.1,0.19,NEON.DOC.001024vD,NA,Woody individual,NA,N,05402Z,NEON.PLA.D06.KONZ.05402Z,QUMU,Quercus muehlenbergii Engelm.,OK,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,kkelly@battelleecology.org,aurban@battelleecology.org,NA,NA,0.108,25,0.185,1.276,0.659,0.264,0.12,55.3,83.2,10.1,38.6,22.3,NA,NA,2017-06-20,48,0.0366,20,3.16,0.61,0.84,A,0,NA,NA,NA,Cekj+eelgP+4uDBRX8WPBLmsC2ixStEw+xOoUWUq5Lk=,NA,NA,cwiechman@battelleecology.org,NA,NA,2.49,48.83,19.6,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_025.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP+4uDBRX8WPBLmsC2ixStEwh5Tmd0qGz+4=,NA,Cekj+eelgP+4uDBRX8WPBLmsC2ixStEwCEkGUiHYgRc=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,3.125,1.874,cbrennan@battelleecology.org,4,19484.1,100,96.2,0.6,NA,NA,NA,0.482,18.64,17.06,deciduousForest,WGS84,39.103999,-96.596164,20.3,339.1,0.19,NEON.DOC.001024vD,NA,Woody individual,NA,N,05402Z,NEON.PLA.D06.KONZ.05402Z,QUMU,Quercus muehlenbergii Engelm.,OK,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,kkelly@battelleecology.org,aurban@battelleecology.org,NA,NA,0.108,25,0.185,1.276,0.659,0.264,0.12,55.3,83.2,10.1,38.6,22.3,NA,NA,2017-06-20,48,0.0366,20,3.16,0.61,0.84,A,0,NA,NA,NA,Cekj+eelgP+4uDBRX8WPBLmsC2ixStEw+xOoUWUq5Lk=,NA,NA,cwiechman@battelleecology.org,NA,NA,2.52,48.83,19.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_025.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8+4YR5y1t7pT4/Zul4g7BryOIPuZIcrPg=,NA,Cekj+eelgP8+4YR5y1t7pT4/Zul4g7BrxmzZsaW0upA=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,1.214,0.38,cbrennan@battelleecology.org,6,10589.7,99,35.9,0.313,NA,NA,NA,0.488,8.13,14.08,deciduousForest,WGS84,39.103999,-96.596164,20.3,339.1,0.19,NEON.DOC.001024vD,NA,Woody individual,NA,N,05405Z,NEON.PLA.D06.KONZ.05405Z,JUNI,Juglans nigra L.,OK,NA,NA,NA,NA,NA,NA,NA,-1.5,NA,NA,NA,NA,kkelly@battelleecology.org,aurban@battelleecology.org,NA,NA,0.101,25,0.269,1.885,1.064,0.388,0.133,45.4,102.6,8.4,39.2,14.5,NA,NA,2017-06-20,48,0.0203,20,1.93,0.49,0.6,A,0,NA,NA,NA,Cekj+eelgP8+4YR5y1t7pT4/Zul4g7BrThwmVTqDyH4=,NA,NA,cwiechman@battelleecology.org,NA,NA,2.97,46.34,15.6,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_025.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8q1NEnDzdC19xoggzEesTICna+K/T2/i8=,NA,Cekj+eelgP8q1NEnDzdC19xoggzEesTIibbT5Pt3lsg=,NA,OK,2017-05-31T15:00:00Z,cbrennan@battelleecology.org,2.377,0.922,cbrennan@battelleecology.org,6,14503.9,99,63.6,0.388,cbrennan@battelleecology.org,NA,NA,0.458,9.73,17.21,deciduousForest,WGS84,39.103999,-96.596164,20.3,339.1,0.19,NEON.DOC.001024vD,31,Woody individual,NA,N,05403Z,NEON.PLA.D06.KONZ.05403Z,ULAM,Ulmus americana L.,OK,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,kkelly@battelleecology.org,aurban@battelleecology.org,NA,NA,0.105,25,0.302,1.672,0.625,0.267,0.106,55.2,64.5,4.5,45,20.5,NA,NA,2017-06-20,48,0.0402,20,3.08,0.72,0.76,A,0,NA,NA,NA,Cekj+eelgP8q1NEnDzdC19xoggzEesTIwQXCxdBFsGU=,NA,NA,cwiechman@battelleecology.org,NA,NA,2.32,44.54,19.2,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_013.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8HXcbi/ODa0/qRYJ5dTsQvWcxvufLOWzo=,NA,Cekj+eelgP8HXcbi/ODa0/qRYJ5dTsQvG85TPUVQJWQ=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,0.477,0.224,cbrennan@battelleecology.org,7,3916.9,99,57.2,0.47,NA,NA,NA,0.492,4.12,32.78,grasslandHerbaceous,WGS84,39.088084,-96.558522,20,420.9,0.02,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,150,KONZ_013_150,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,scook@battelleecology.org,jladner@battelleecology.org,NA,NA,0.101,25,0.139,1.711,0.354,0.17,0.092,48,174.6,5.3,10.4,23,NA,NA,2017-06-20,48,0.0658,20,7.9,1.29,2.56,A,0,NA,NA,NA,Cekj+eelgP8HXcbi/ODa0/qRYJ5dTsQvSec2Q/d+zoc=,NA,NA,nbaus@battelleecology.org,NA,NA,1.49,45.93,30.8,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_005.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP8uS0GdYPFp5KBQFxDLErk8/9bEYj2O/4c=,NA,Cekj+eelgP8uS0GdYPFp5KBQFxDLErk8rloUfno4IBg=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,0.373,0.216,cbrennan@battelleecology.org,6,4260.8,98,50.7,0.579,NA,NA,NA,0.478,4.62,30.14,grasslandHerbaceous,WGS84,39.082563,-96.566705,20,424.1,0.01,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,27,KONZ_005_027,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,scook@battelleecology.org,jladner@battelleecology.org,NA,NA,0.103,25,0.203,2.473,0.53,0.258,0.155,25.4,208.8,8.6,20.4,33.3,NA,NA,2017-06-20,48,0.058,20,8.21,2.03,1.98,A,0,NA,NA,NA,Cekj+eelgP8uS0GdYPFp5KBQFxDLErk864Ce21BV0yM=,NA,NA,nbaus@battelleecology.org,NA,NA,1.87,44.81,23.9,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_006.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP+cMuvhPkH2BUGvTeSn6Qri+6Vh1rUUygg=,NA,Cekj+eelgP+cMuvhPkH2BUGvTeSn6Qriut96UgVossI=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,1.29,0.261,cbrennan@battelleecology.org,5,6206.3,98,42.1,0.202,NA,NA,NA,0.478,4.98,35.55,grasslandHerbaceous,WGS84,39.07116,-96.588942,20.1,409.5,0.1,NEON.DOC.001024vD,31,Herbaceous clip strip,clippers,NA,NA,NA,NA,NA,NA,176,KONZ_006_176,2,0.1,100,NA,NA,NA,NA,NA,NA,NA,scook@battelleecology.org,jladner@battelleecology.org,NA,NA,0.101,25,0.212,1.685,0.209,0.128,0.112,34.9,221.4,6,3.4,22,NA,NA,2017-06-20,48,0.0946,20,4.73,0.91,1.47,A,0,NA,NA,NA,Cekj+eelgP+cMuvhPkH2BUGvTeSn6QriloCl8lN+cMk=,NA,NA,nbaus@battelleecology.org,NA,NA,1.31,46.21,35.2,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F2pP78Z/tca4=,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FP6aZJHeRHfQ=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,3.786,2.453,cbrennan@battelleecology.org,8,6007.6,99,408.3,0.648,NA,NA,NA,0.494,12.97,13.79,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,NA,Woody individual,NA,N,05406Z,NEON.PLA.D06.KONZ.05406Z,JUVI,Juniperus virginiana L.,OK,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,aurban@battelleecology.org,cwiechman@battelleecology.org,NA,NA,0.104,25,0.132,0.785,1.192,0.088,0.07,55.5,153.4,3.8,22.2,17.3,NA,NA,2017-06-20,48,0.0935,20,3.64,0.95,1.1,A,0,NA,NA,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FdBUqwvB3vOE=,NA,NA,nbaus@battelleecology.org,NA,NA,0.72,48.31,67.2,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F2pP78Z/tca4=,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FP6aZJHeRHfQ=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,3.786,2.453,cbrennan@battelleecology.org,8,6007.6,99,408.3,0.648,NA,NA,NA,0.494,12.97,13.79,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,NA,Woody individual,NA,N,05406Z,NEON.PLA.D06.KONZ.05406Z,JUVI,Juniperus virginiana L.,OK,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,aurban@battelleecology.org,cwiechman@battelleecology.org,NA,NA,0.104,25,0.132,0.785,1.192,0.088,0.07,55.5,153.4,3.8,22.2,17.3,NA,NA,2017-06-20,48,0.0935,20,3.64,0.95,1.1,A,0,NA,NA,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FdBUqwvB3vOE=,NA,NA,nbaus@battelleecology.org,NA,NA,0.71,49.41,70.1,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F2pP78Z/tca4=,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FP6aZJHeRHfQ=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,3.786,2.453,cbrennan@battelleecology.org,8,6007.6,99,408.3,0.648,NA,NA,NA,0.494,12.97,13.79,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,NA,Woody individual,NA,N,05406Z,NEON.PLA.D06.KONZ.05406Z,JUVI,Juniperus virginiana L.,OK,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,aurban@battelleecology.org,cwiechman@battelleecology.org,NA,NA,0.103,25,0.122,0.839,1.23,0.089,0.07,61.1,145.8,3.5,20.5,15.3,NA,NA,2017-06-20,48,0.0935,20,3.64,0.95,1.1,A,0,NA,NA,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FdBUqwvB3vOE=,NA,NA,nbaus@battelleecology.org,NA,NA,0.72,48.31,67.2,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78F2pP78Z/tca4=,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FP6aZJHeRHfQ=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,3.786,2.453,cbrennan@battelleecology.org,8,6007.6,99,408.3,0.648,NA,NA,NA,0.494,12.97,13.79,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,NA,Woody individual,NA,N,05406Z,NEON.PLA.D06.KONZ.05406Z,JUVI,Juniperus virginiana L.,OK,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,aurban@battelleecology.org,cwiechman@battelleecology.org,NA,NA,0.103,25,0.122,0.839,1.23,0.089,0.07,61.1,145.8,3.5,20.5,15.3,NA,NA,2017-06-20,48,0.0935,20,3.64,0.95,1.1,A,0,NA,NA,NA,Cekj+eelgP9bPJfGB8NLPOKnWRmFr78FdBUqwvB3vOE=,NA,NA,nbaus@battelleecology.org,NA,NA,0.71,49.41,70.1,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP+JU1TuJl/+NyRpZCtuTeXl70lA7g/ELJM=,NA,Cekj+eelgP+JU1TuJl/+NyRpZCtuTeXlNXFDwd4PbUc=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,1.092,0.675,cbrennan@battelleecology.org,6,12104,100,55.8,0.618,NA,NA,NA,0.494,14.7,18.15,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,NA,Woody individual,NA,N,05401Z,NEON.PLA.D06.KONZ.05401Z,ULAM,Ulmus americana L.,OK,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,aurban@battelleecology.org,cwiechman@battelleecology.org,NA,NA,0.101,25,0.12,0.853,1.887,0.173,0.095,26.5,64.3,6.4,34.1,10.9,NA,NA,2017-07-06,48,0.0113,3,8.35,2.52,2.48,B,1,NA,NA,NA,Cekj+eelgP+JU1TuJl/+NyRpZCtuTeXlvMVSK48os6c=,NA,NA,nbaus@battelleecology.org,NA,NA,1.8,46.46,25.7,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOcmEkTVoXz+k=,NA,Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOeVCoFJpn1wA=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,3.149,1.488,cbrennan@battelleecology.org,5,17277.2,100,86.1,0.473,NA,NA,NA,0.458,19.28,19.12,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,NA,Woody individual,NA,N,05404Z,NEON.PLA.D06.KONZ.05404Z,QUMU,Quercus muehlenbergii Engelm.,OK,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,aurban@battelleecology.org,cwiechman@battelleecology.org,NA,NA,0.103,25,0.151,0.836,0.567,0.153,0.107,17.1,58.7,9.3,30.9,11.2,NA,NA,2017-06-20,48,0.0464,20,2.99,0.75,0.78,A,0,NA,NA,NA,Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOcMMdhrQw+gM=,NA,NA,nbaus@battelleecology.org,NA,NA,2.17,50.72,23.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
KONZ_024.basePlot.cfc,D06,KONZ,distributed,Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOcmEkTVoXz+k=,NA,Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOeVCoFJpn1wA=,NA,OK,2017-06-01T15:00:00Z,cbrennan@battelleecology.org,3.149,1.488,cbrennan@battelleecology.org,5,17277.2,100,86.1,0.473,NA,NA,NA,0.479,19.67,19.48,deciduousForest,WGS84,39.110903,-96.55221,20,351,0.02,NEON.DOC.001024vD,NA,Woody individual,NA,N,05404Z,NEON.PLA.D06.KONZ.05404Z,QUMU,Quercus muehlenbergii Engelm.,OK,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,aurban@battelleecology.org,cwiechman@battelleecology.org,NA,NA,0.103,25,0.151,0.836,0.567,0.153,0.107,17.1,58.7,9.3,30.9,11.2,NA,NA,2017-06-20,48,0.0464,20,2.99,0.75,0.78,A,0,NA,NA,NA,Cekj+eelgP+Mphfzc7CuRuUDCGvgrsnOcMMdhrQw+gM=,NA,NA,nbaus@battelleecology.org,NA,NA,2.17,50.72,23.4,0,0,Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface
