"uid","namedLocation","date","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","easting","northing","utmZone","elevation","elevationUncertainty","eventID","samplingProtocolVersion","treesPresent","treesAbsentList","shrubsPresent","shrubsAbsentList","lianasPresent","lianasAbsentList","nestedSubplotAreaShrubSapling","nestedSubplotAreaLiana","totalSampledAreaTrees","totalSampledAreaShrubSapling","totalSampledAreaLiana","remarks","measuredBy","recordedBy","dataQF"
"f1f4bbb1-ca71-4084-bb06-e5e1b880bccb","BART_041.basePlot.vst","2015-07-22","D01","BART","BART_041","tower","deciduousForest",44.06534,-71.285606,"WGS84",20.3,316953.13,4881669.93,"19N",260.7,0.4,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,NA,"llukas@field-ops.org","gbreault@field-ops.org","legacyData"
"e52784af-e75d-4643-84ff-ea0473e461de","BART_070.basePlot.vst","2015-07-23","D01","BART","BART_070","tower","mixedForest",44.064339,-71.281445,"WGS84",20.2,317283.3,4881549.5,"19N",249.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,NA,"llukas@field-ops.org","sives@field-ops.org","legacyData"
"d56fe4c2-af29-428b-8c74-cae326d89be0","BART_033.basePlot.vst","2015-07-23","D01","BART","BART_033","tower","deciduousForest",44.063204,-71.283666,"WGS84",20.2,317101.93,4881428.37,"19N",273.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,NA,"ehardiman@field-ops.org","gvanscoy@field-ops.org","legacyData"
"c28cd9f6-0204-42ef-bcbc-2a0d296afa47","BART_073.basePlot.vst","2015-07-28","D01","BART","BART_073","tower","mixedForest",44.06477,-71.28861,"WGS84",20.2,316710.79,4881613.3,"19N",280.7,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,NA,"ehardiman@field-ops.org","ssmith@field-ops.org","legacyData"
"2537a515-2a93-4fb1-bf59-62d3e6038ad5","BART_040.basePlot.vst","2015-07-28","D01","BART","BART_040","tower","deciduousForest",44.065761,-71.291993,"WGS84",20.2,316442.91,4881730.91,"19N",260.5,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,NA,"ehardiman@field-ops.org","gbreault@field-ops.org","legacyData"
"d5a05917-7bf2-43a2-a044-0cf3d0ce5075","BART_040.basePlot.vst","2015-07-29","D01","BART","BART_040","tower","deciduousForest",44.065761,-71.291993,"WGS84",20.2,316442.91,4881730.91,"19N",260.5,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,NA,"ehardiman@field-ops.org","gbreault@field-ops.org","legacyData"
"78c93440-35d8-4206-9281-2694fd67c8de","BART_071.basePlot.vst","2015-08-04","D01","BART","BART_071","tower","mixedForest",44.067946,-71.29062,"WGS84",20.2,316559.62,4881970.54,"19N",256.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","llukas@field-ops.org","gvanscoy@field-ops.org","legacyData"
"8a4c4b50-00f2-4faf-bec3-71be7f418da0","BART_051.basePlot.vst","2015-08-04","D01","BART","BART_051","tower","deciduousForest",44.062849,-71.287737,"WGS84",20.3,316774.78,4881397.99,"19N",280,0.4,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","ramundson@field-ops.org","nhall@field-ops.org","legacyData"
"24a18a02-3d19-45a1-88c6-ade5cc9f3ed2","BART_039.basePlot.vst","2015-08-04","D01","BART","BART_039","tower","deciduousForest",44.063683,-71.288953,"WGS84",20.2,316679.96,4881493.33,"19N",274.1,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","auccello@field-ops.org","nhall@field-ops.org","legacyData"
"092bccf6-a916-4b83-8d8c-dc68f9c1ce1a","BART_071.basePlot.vst","2015-08-04","D01","BART","BART_071","tower","mixedForest",44.067946,-71.29062,"WGS84",20.2,316559.62,4881970.54,"19N",256.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"b78eb170-87f7-47fb-9bfb-078244c3a2e9","BART_039.basePlot.vst","2015-08-04","D01","BART","BART_039","tower","deciduousForest",44.063683,-71.288953,"WGS84",20.2,316679.96,4881493.33,"19N",274.1,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ramundson@field-ops.org","nhall@field-ops.org","legacyData"
"5a92f58a-082f-46e4-a55c-13090c07be39","BART_032.basePlot.vst","2015-08-05","D01","BART","BART_032","tower","deciduousForest",44.067479,-71.287582,"WGS84",20.2,316801.48,4881911.91,"19N",245.4,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","gbreault@field-ops.org","nhall@field-ops.org","legacyData"
"510885be-71d5-4783-9592-51f69e045489","BART_071.basePlot.vst","2015-08-05","D01","BART","BART_071","tower","mixedForest",44.067946,-71.29062,"WGS84",20.2,316559.62,4881970.54,"19N",256.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","llukas@field-ops.org","gvanscoy@field-ops.org","legacyData"
"f58af446-587a-4edd-9284-bcc3e99c95d5","BART_050.basePlot.vst","2015-08-05","D01","BART","BART_050","tower","mixedForest",44.061507,-71.2877,"WGS84",20.2,316773.6,4881248.85,"19N",287.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","gbreault@field-ops.org","gvanscoy@field-ops.org","legacyData"
"8d5da094-b0d8-4926-9703-66f63eb7b58e","BART_071.basePlot.vst","2015-08-05","D01","BART","BART_071","tower","mixedForest",44.067946,-71.29062,"WGS84",20.2,316559.62,4881970.54,"19N",256.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"7c199d3b-04af-4991-bd30-e9bded1d396a","BART_042.basePlot.vst","2015-08-06","D01","BART","BART_042","tower","deciduousForest",44.060186,-71.288047,"WGS84",20.2,316741.73,4881102.89,"19N",288.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","auccello@field-ops.org","ssmith@field-ops.org","legacyData"
"a0272c3e-db0a-4524-95ff-7a57cc8aa48c","BART_040.basePlot.vst","2015-08-10","D01","BART","BART_040","tower","deciduousForest",44.065761,-71.291993,"WGS84",20.2,316442.91,4881730.91,"19N",260.5,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","llukas@field-ops.org","gvanscoy@field-ops.org","legacyData"
"73e81ee0-ab00-46e3-802b-e66550aebf1b","BART_071.basePlot.vst","2015-08-10","D01","BART","BART_071","tower","mixedForest",44.067946,-71.29062,"WGS84",20.2,316559.62,4881970.54,"19N",256.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"dffc1e31-9dc2-4480-9eb6-1b0931b8ba04","BART_032.basePlot.vst","2015-08-10","D01","BART","BART_032","tower","deciduousForest",44.067479,-71.287582,"WGS84",20.2,316801.48,4881911.91,"19N",245.4,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","auccello@field-ops.org","ramundson@field-ops.org","legacyData"
"aa3cabbb-c14f-413a-94de-02d7869bf738","BART_071.basePlot.vst","2015-08-10","D01","BART","BART_071","tower","mixedForest",44.067946,-71.29062,"WGS84",20.2,316559.62,4881970.54,"19N",256.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"8f34a8c4-24cb-49da-8790-220f3f610c8d","BART_075.basePlot.vst","2015-08-11","D01","BART","BART_075","tower","mixedForest",44.059135,-71.286503,"WGS84",20.2,316862.16,4880982.72,"19N",297.1,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"126898f5-135f-422f-870d-897cd2573c2a","BART_042.basePlot.vst","2015-08-11","D01","BART","BART_042","tower","deciduousForest",44.060186,-71.288047,"WGS84",20.2,316741.73,4881102.89,"19N",288.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"698d342b-a701-4c3a-b70e-cee05cfd8ed6","BART_073.basePlot.vst","2015-08-11","D01","BART","BART_073","tower","mixedForest",44.06477,-71.28861,"WGS84",20.2,316710.79,4881613.3,"19N",280.7,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","ramundson@field-ops.org","bvierra@neoninc.org","legacyData"
"adee918d-614e-4fe5-8e55-2888e0b44d13","BART_039.basePlot.vst","2015-08-11","D01","BART","BART_039","tower","deciduousForest",44.063683,-71.288953,"WGS84",20.2,316679.96,4881493.33,"19N",274.1,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","llukas@field-ops.org","thillman@neoninc.org","legacyData"
"16e8f3f5-c64f-4a8a-b1bc-48d9f411c8e7","BART_040.basePlot.vst","2015-08-11","D01","BART","BART_040","tower","deciduousForest",44.065761,-71.291993,"WGS84",20.2,316442.91,4881730.91,"19N",260.5,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","llukas@field-ops.org","gvanscoy@field-ops.org","legacyData"
"db57b810-2a9e-4636-b1ef-5e1fdea7dbcd","BART_047.basePlot.vst","2015-08-11","D01","BART","BART_047","tower","deciduousForest",44.064958,-71.290866,"WGS84",20.2,316530.69,4881639.21,"19N",266.9,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"ef1fc028-079b-4739-bb37-6681cbbc6673","BART_075.basePlot.vst","2015-08-11","D01","BART","BART_075","tower","mixedForest",44.059135,-71.286503,"WGS84",20.2,316862.16,4880982.72,"19N",297.1,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"No ferns","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"96109424-960c-4e9b-8cb5-cdcd2291e06b","BART_070.basePlot.vst","2015-08-12","D01","BART","BART_070","tower","mixedForest",44.064339,-71.281445,"WGS84",20.2,317283.3,4881549.5,"19N",249.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"No ferns found in nested 1, subplot 41","ramundson@field-ops.org","ssmith@field-ops.org","legacyData"
"998c4b82-9ba4-4b75-b2ff-d278643b6425","BART_050.basePlot.vst","2015-08-12","D01","BART","BART_050","tower","mixedForest",44.061507,-71.2877,"WGS84",20.2,316773.6,4881248.85,"19N",287.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"NO FERNS","llukas@field-ops.org","ssmith@field-ops.org","legacyData"
"3aad8afe-c90c-4e3f-a2cf-d6842e929a54","BART_050.basePlot.vst","2015-08-12","D01","BART","BART_050","tower","mixedForest",44.061507,-71.2877,"WGS84",20.2,316773.6,4881248.85,"19N",287.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","llukas@field-ops.org","ssmith@field-ops.org","legacyData"
"c1a6d8b5-935b-4862-94c2-a1a8d20d429f","BART_070.basePlot.vst","2015-08-12","D01","BART","BART_070","tower","mixedForest",44.064339,-71.281445,"WGS84",20.2,317283.3,4881549.5,"19N",249.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"No ferns found in nested 1, subplot 39","ramundson@field-ops.org","ssmith@field-ops.org","legacyData"
"73327a64-0f43-4c50-b77b-e915a8fcd390","BART_075.basePlot.vst","2015-08-12","D01","BART","BART_075","tower","mixedForest",44.059135,-71.286503,"WGS84",20.2,316862.16,4880982.72,"19N",297.1,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","llukas@field-ops.org","thillman@neoninc.org","legacyData"
"16461f34-02e0-4166-8f58-15295c1e2393","BART_033.basePlot.vst","2015-08-12","D01","BART","BART_033","tower","deciduousForest",44.063204,-71.283666,"WGS84",20.2,317101.93,4881428.37,"19N",273.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",800,800,800,"","llukas@field-ops.org","ssmith@field-ops.org","legacyData"
"2138e764-20f2-4920-887b-e0bf6e62940d","BART_046.basePlot.vst","2015-08-13","D01","BART","BART_046","tower","deciduousForest",44.059946,-71.28541,"WGS84",20.2,316952.2,4881070.37,"19N",304.7,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"90814f73-227b-434d-8a9b-14c6b74f7269","BART_001.basePlot.vst","2015-08-17","D01","BART","BART_001","distributed","mixedForest",44.047077,-71.306658,"WGS84",20.2,315210.3,4879688.44,"19N",468.8,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",400,80,400,"","ramundson@field-ops.org","cgoranson@neoninc.org","legacyData"
"25bd11ab-d8d1-4d09-9fcf-4f4861cda843","BART_044.basePlot.vst","2015-08-24","D01","BART","BART_044","tower","deciduousForest",44.061037,-71.284327,"WGS84",20.2,317042.31,4881189.14,"19N",302.9,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","llukas@field-ops.org","ramundson@field-ops.org","legacyData"
"aed93994-a715-478c-9ee5-aff6ab1200cc","BART_072.basePlot.vst","2015-08-24","D01","BART","BART_072","tower","deciduousForest",44.060736,-71.286195,"WGS84",20.2,316891.76,4881159.86,"19N",296.6,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,"","llukas@field-ops.org","ramundson@field-ops.org","legacyData"
"a1b03bc9-be78-4eab-8655-de72f8a28f81","BART_037.basePlot.vst","2015-08-25","D01","BART","BART_037","tower","deciduousForest",44.061597,-71.283251,"WGS84",20.2,317130.21,4881248.95,"19N",292.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ramundson@field-ops.org","ssmith@field-ops.org","legacyData"
"53460395-b504-4f4d-bd77-a80562bef027","BART_074.basePlot.vst","2015-08-25","D01","BART","BART_074","tower","mixedForest",44.060251,-71.283201,"WGS84",20.2,317130.07,4881099.34,"19N",310.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","dcrandall@neoninc.org","ramundson@field-ops.org","legacyData"
"fc62f03b-e671-41a3-bfda-efa4b68948b1","BART_044.basePlot.vst","2015-08-26","D01","BART","BART_044","tower","deciduousForest",44.061037,-71.284327,"WGS84",20.2,317042.31,4881189.14,"19N",302.9,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ramundson@field-ops.org","ramundson@field-ops.org","legacyData"
"4fd33ba2-6f64-43f8-901a-799fcd6efa98","BART_044.basePlot.vst","2015-08-26","D01","BART","BART_044","tower","deciduousForest",44.061037,-71.284327,"WGS84",20.2,317042.31,4881189.14,"19N",302.9,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ehardiman@field-ops.org","ramundson@field-ops.org","legacyData"
"1608ce88-1013-42aa-af45-fc81c0f8f335","BART_036.basePlot.vst","2015-08-26","D01","BART","BART_036","tower","deciduousForest",44.06208,-71.285876,"WGS84",20.2,316921.46,4881308.43,"19N",293.2,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","ramundson@field-ops.org","cgoranson@neoninc.org","legacyData"
"02c911cd-5a3c-458c-87a4-be9aef3a1e3a","BART_037.basePlot.vst","2015-08-26","D01","BART","BART_037","tower","deciduousForest",44.061597,-71.283251,"WGS84",20.2,317130.21,4881248.95,"19N",292.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ramundson@field-ops.org","gvanscoy@field-ops.org","legacyData"
"dad66701-07fc-47e6-8f25-2b2cd9e84ecc","BART_037.basePlot.vst","2015-08-27","D01","BART","BART_037","tower","deciduousForest",44.061597,-71.283251,"WGS84",20.2,317130.21,4881248.95,"19N",292.5,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ccahill@field-ops.org","gvanscoy@field-ops.org","legacyData"
"f8718ed4-1a1d-4623-9c4c-2011f0ae7cc9","BART_073.basePlot.vst","2015-08-27","D01","BART","BART_073","tower","mixedForest",44.06477,-71.28861,"WGS84",20.2,316710.79,4881613.3,"19N",280.7,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","ramundson@field-ops.org","ramundson@field-ops.org","legacyData"
"bbc84169-52f3-41b8-b253-917c8598533e","BART_040.basePlot.vst","2015-08-27","D01","BART","BART_040","tower","deciduousForest",44.065761,-71.291993,"WGS84",20.2,316442.91,4881730.91,"19N",260.5,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","dcrandall@neoninc.org","ramundson@field-ops.org","legacyData"
"e9569b04-4b04-4974-9118-1adbf16d9e80","BART_073.basePlot.vst","2015-08-27","D01","BART","BART_073","tower","mixedForest",44.06477,-71.28861,"WGS84",20.2,316710.79,4881613.3,"19N",280.7,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","ramundson@field-ops.org","cgoranson@field-ops.org","legacyData"
"065e1eb3-0b41-47bb-9714-1643a3de5bb3","BART_074.basePlot.vst","2015-08-27","D01","BART","BART_074","tower","mixedForest",44.060251,-71.283201,"WGS84",20.2,317130.07,4881099.34,"19N",310.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,"","ssmith@neoninc.org","ramundson@field-ops.org","legacyData"
"5edda15a-f3fc-4594-ad03-8aebc880edcf","BART_042.basePlot.vst","2015-08-31","D01","BART","BART_042","tower","deciduousForest",44.060186,-71.288047,"WGS84",20.2,316741.73,4881102.89,"19N",288.8,0.2,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ehardiman@field-ops.org","gvanscoy@field-ops.org","legacyData"
"57c59e25-14f8-47b7-9127-6776ac0b9b72","BART_075.basePlot.vst","2015-08-31","D01","BART","BART_075","tower","mixedForest",44.059135,-71.286503,"WGS84",20.2,316862.16,4880982.72,"19N",297.1,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,"","ccahill@field-ops.org","ramundson@field-ops.org","legacyData"
"cd157dc1-3bb3-4679-bc01-3c791166e8b2","BART_072.basePlot.vst","2015-09-01","D01","BART","BART_072","tower","deciduousForest",44.060736,-71.286195,"WGS84",20.2,316891.76,4881159.86,"19N",296.6,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,NA,"nhall@field-ops.org","ramundson@field-ops.org","legacyData"
"921b4fb9-bbf8-473c-bea8-ae81763a73dd","BART_072.basePlot.vst","2015-09-01","D01","BART","BART_072","tower","deciduousForest",44.060736,-71.286195,"WGS84",20.2,316891.76,4881159.86,"19N",296.6,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"10","noneSelected",800,40,800,NA,"auccello@field-ops.org","ramundson@field-ops.org","legacyData"
"d0f92e16-bab7-47fb-a37f-4dc79aeb16df","BART_036.basePlot.vst","2015-09-01","D01","BART","BART_036","tower","deciduousForest",44.06208,-71.285876,"WGS84",20.2,316921.46,4881308.43,"19N",293.2,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,NA,"ramundson@field-ops.org","sives@field-ops.org","legacyData"
"d648a24e-d881-4d23-a8da-68ae7f4eef0f","BART_046.basePlot.vst","2015-09-01","D01","BART","BART_046","tower","deciduousForest",44.059946,-71.28541,"WGS84",20.2,316952.2,4881070.37,"19N",304.7,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,NA,"ccahill@field-ops.org","gbreault@field-ops.org","legacyData"
"fe372149-689e-4f50-a33e-377d47cd1656","BART_040.basePlot.vst","2015-09-02","D01","BART","BART_040","tower","deciduousForest",44.065761,-71.291993,"WGS84",20.2,316442.91,4881730.91,"19N",260.5,0.3,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"25","noneSelected",800,100,800,NA,"auccello@field-ops.org","gvanscoy@field-ops.org","legacyData"
"823853cb-636b-463c-a33a-96bf78413758","BART_041.basePlot.vst","2015-09-02","D01","BART","BART_041","tower","deciduousForest",44.06534,-71.285606,"WGS84",20.3,316953.13,4881669.93,"19N",260.7,0.4,"vst_BART_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"100","noneSelected",800,400,800,NA,"dcrandall@neoninc.org","gvanscoy@field-ops.org","legacyData"
