"uid","namedLocation","date","eventID","domainID","siteID","plotID","subplotID","nestedSubplotID","groupID","taxonID","scientificName","taxonRank","identificationReferences","identificationQualifier","volumePercent","livePercent","deadPercent","canopyArea","meanHeight","remarks","measuredBy","recordedBy","dataQF"
"ffa59c9a-9d06-4023-ac3e-0d8da24dd637","SCBI_013.basePlot.vst","2018-01-09","vst_SCBI_2017","D02","SCBI","SCBI_013","32","1","32_01","ROMU","Rosa multiflora Thunb.","species",NA,NA,4,100,0,40.5,3.84,"","imatlock@field-ops.org","llemmon@field-ops.org",NA
"59911a74-e38a-4ddc-a737-31396894765f","SCBI_013.basePlot.vst","2018-01-09","vst_SCBI_2017","D02","SCBI","SCBI_013","32","1","32_01","LOJA","Lonicera japonica Thunb.","species",NA,NA,46,100,0,40.5,3.84,"","imatlock@field-ops.org","llemmon@field-ops.org",NA
"773cd622-b419-44c2-81fd-c1d22fd33e56","SCBI_013.basePlot.vst","2018-01-09","vst_SCBI_2017","D02","SCBI","SCBI_013","32","1","32_01","SYOR","Symphoricarpos orbiculatus Moench","species",NA,NA,20,100,0,40.5,3.84,"","imatlock@field-ops.org","llemmon@field-ops.org",NA
"45949721-e95e-4f9c-8ffb-c9336ec6f66e","SCBI_013.basePlot.vst","2018-01-09","vst_SCBI_2017","D02","SCBI","SCBI_013","32","1","32_01","ACNEN","Acer negundo L. var. negundo","variety",NA,NA,13,100,0,40.5,3.84,"","imatlock@field-ops.org","llemmon@field-ops.org",NA
"92e7bb51-6860-422a-b2c9-940c46a861a5","SCBI_016.basePlot.vst","2018-01-22","vst_SCBI_2017","D02","SCBI","SCBI_016","41","1","41_01","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,7.1,1.66,"","llemmon@field-ops.org","imatlock@field-ops.org",NA
"e037a9a6-807d-427b-9791-b928148f2187","SCBI_016.basePlot.vst","2018-01-22","vst_SCBI_2017","D02","SCBI","SCBI_016","40","3","40_02","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,4.5,2.08,"","llemmon@field-ops.org","imatlock@field-ops.org",NA
"fd2329d3-92b5-4b9a-bf9c-b60b113e8066","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_01","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,14,2,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"55dbbac7-41a7-4967-9c99-c61b924ee6b4","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_19","BETH","Berberis thunbergii DC.","species",NA,NA,77,100,0,33,2.04,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"f1880356-c6a6-4994-99e9-0807fcfc865c","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_12","RUPH","Rubus phoenicolasius Maxim.","species",NA,NA,5,100,0,7,1.38,"contains former shrub groups 32_11 and 32_12; now combined as one shrub group","imatlock@field-ops.org","alandes@field-ops.org",NA
"daa43f9d-0faf-4271-8d63-c35fdd524e9b","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_04","SYOR","Symphoricarpos orbiculatus Moench","species",NA,NA,10,100,0,2,1.32,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"fc3c753b-78f7-4ee6-a97d-71c2d2074603","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_15","BETH","Berberis thunbergii DC.","species",NA,NA,99,100,0,8,1.62,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"3f8a9c8d-5635-4f25-8080-0443439df905","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_19","ROMU","Rosa multiflora Thunb.","species",NA,NA,20,100,0,33,2.04,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"95713854-80d7-4d78-b75c-48770d80e44f","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_04","BETH","Berberis thunbergii DC.","species",NA,NA,90,100,0,2,1.32,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"73658c9a-91d5-4e83-8111-2036c2b259d0","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_02","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,9,1.92,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"8d0980dc-b218-4638-bf70-90c07a0f6892","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_13","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,5,1.38,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"d2edf48a-d4dc-48d8-aab7-852c46fde4d3","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","ROMU","Rosa multiflora Thunb.","species",NA,NA,13,100,0,28,2.28,"shrub group is in subplots 32 and 31","imatlock@field-ops.org","alandes@field-ops.org",NA
"d0a0ca56-5ce5-46a5-9827-ca6d742a83f8","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","RUPH","Rubus phoenicolasius Maxim.","species",NA,NA,2,100,0,28,2.28,"shrub group is in subplots 32 and 31","imatlock@field-ops.org","alandes@field-ops.org",NA
"838dbb61-5bdb-446f-9dd3-7160f8e9579d","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_12","ROMU","Rosa multiflora Thunb.","species",NA,NA,5,100,0,7,1.38,"contains former shrub groups 32_11 and 32_12; now combined as one shrub group","imatlock@field-ops.org","alandes@field-ops.org",NA
"4a5ec944-f2f5-47c7-9799-261af4766aee","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_12","BETH","Berberis thunbergii DC.","species",NA,NA,90,100,0,7,1.38,"contains former shrub groups 32_11 and 32_12; now combined as one shrub group","imatlock@field-ops.org","alandes@field-ops.org",NA
"dba420f3-8f84-49fd-bfab-5f09822197c8","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","BETH","Berberis thunbergii DC.","species",NA,NA,82,100,0,28,2.28,"shrub group is in subplots 32 and 31","imatlock@field-ops.org","alandes@field-ops.org",NA
"578e69e1-46fb-45b0-9b44-f74a56c0d9a3","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_09","ACNEN","Acer negundo L. var. negundo","variety",NA,NA,3,100,0,28,2.28,"shrub group is in subplots 32 and 31","imatlock@field-ops.org","alandes@field-ops.org",NA
"0e1127a0-b013-4045-9738-609786cfb472","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_18","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,40.5,2.04,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"a2f7bef9-fb80-4a01-9740-1233b6403a1d","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_10","BETH","Berberis thunbergii DC.","species",NA,NA,99,100,0,13,1.56,"","imatlock@field-ops.org","alandes@field-ops.org",NA
"23eab00d-0a8c-4780-977b-bb477d3cf222","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","31",NA,"31_06","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,10,1.74,"","imatlock@field-ops.org","alandes@field-ops.org",NA
"90b7f84a-8955-4f5b-a451-b19c62b3b33a","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","32",NA,"32_10","LOJA","Lonicera japonica Thunb.","species",NA,NA,1,100,0,13,1.56,"","imatlock@field-ops.org","alandes@field-ops.org",NA
"9d9e266d-cec5-4793-a75f-dccd1cbcf76c","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_14","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,5,1.5,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"3719545c-123d-4ac5-97b3-73f16c1e1718","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_19","ACNEN","Acer negundo L. var. negundo","variety",NA,NA,3,100,0,33,2.04,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"7f338aa8-ad92-4d94-aaba-3227ff1070d6","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","31",NA,"31_05","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,4,1.34,"","imatlock@field-ops.org","alandes@field-ops.org",NA
"c15e8e57-1107-49d9-a52e-96f46a4fcc3a","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","41",NA,"41_15","LOJA","Lonicera japonica Thunb.","species",NA,NA,1,100,0,8,1.62,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"a7f321f7-0eef-4d7b-956a-de4507b26760","SCBI_005.basePlot.vst","2018-01-26","vst_SCBI_2017","D02","SCBI","SCBI_005","40",NA,"40_03","BETH","Berberis thunbergii DC.","species",NA,NA,100,100,0,14,1.74,"","llemmon@field-ops.org","jward@battelleecology.org",NA
"15470282-400a-46ae-999a-71174296082d","SCBI_051.basePlot.vst","2018-10-04","vst_SCBI_2018","D02","SCBI","SCBI_051","39","1","39_01","LIBE3","Lindera benzoin (L.) Blume","species",NA,NA,5,100,0,6,1.62,NA,"jporta@BattelleEcology.org","llemmon@field-ops.org",NA
"7fb738e1-9bcb-4d20-9f62-29eda0736e41","SCBI_051.basePlot.vst","2018-10-04","vst_SCBI_2018","D02","SCBI","SCBI_051","39","1","39_01","BETH","Berberis thunbergii DC.","species",NA,NA,95,100,0,6,1.62,NA,"jporta@BattelleEcology.org","llemmon@field-ops.org",NA
"53d8963f-abdd-44ce-bc60-1725f55a5b28","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","32",NA,"32_01","ROMU","Rosa multiflora Thunb.","species",NA,"",25,100,0,4,1.86,NA,"goyola@field-ops.org","jledvina@field-ops.org",NA
"882931ec-0c04-40d8-b689-e1be213b9219","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","32",NA,"32_01","BETH","Berberis thunbergii DC.","species",NA,"",75,100,0,4,1.86,NA,"goyola@field-ops.org","jledvina@field-ops.org",NA
"7293a540-fb8b-4343-aba7-6316d7acdc61","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","41",NA,"41_01","BETH","Berberis thunbergii DC.","species",NA,"",100,100,0,2,1.16,NA,"goyola@field-ops.org","jledvina@field-ops.org",NA
"c886c7dd-a676-4013-8927-5a6b56fb0703","SERC_003.basePlot.vst","2016-09-20","vst_SERC_2016","D02","SERC","SERC_003","31","1","31_01","RUAL","Rubus allegheniensis Porter","species",NA,"cf. species",100,40,60,7,2.24,NA,"goyola@field-ops.org","jledvina@field-ops.org",NA
"e3a296d5-e327-4439-9cca-877da0ccd1d0","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","LIBE3","Lindera benzoin (L.) Blume","species",NA,NA,35,100,0,2.3,1.34,NA,"rcumberland@field-ops.org","jledvina@field-ops.org",NA
"3d396727-9741-40f0-be30-d38c578d0350","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","1","41_02","ROMU","Rosa multiflora Thunb.","species",NA,NA,100,60,40,13.5,1.48,NA,"rcumberland@field-ops.org","jledvina@field-ops.org",NA
"543401b6-e594-4af4-a690-b28207b2f9df","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","LIST2","Liquidambar styraciflua L.","species",NA,NA,20,100,0,2.3,1.34,NA,"rcumberland@field-ops.org","jledvina@field-ops.org",NA
"157fc4dc-dc74-4c53-a377-7724341957f9","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","ROMU","Rosa multiflora Thunb.","species",NA,NA,30,65,35,2.3,1.34,NA,"rcumberland@field-ops.org","jledvina@field-ops.org",NA
"2a108fe4-0a1c-4e7d-a3d4-4cd37056a77d","SERC_055.basePlot.vst","2016-10-19","vst_SERC_2016","D02","SERC","SERC_055","41","4","41_01","CACA18","Carpinus caroliniana Walter","species",NA,NA,15,100,0,2.3,1.34,NA,"rcumberland@field-ops.org","jledvina@field-ops.org",NA
"ee6277c0-549b-4619-a188-030fd564ce6c","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","4","41_01","ROMU","Rosa multiflora Thunb.","species",NA,"",94,0,100,3,1.32,NA,"jporta@BattelleEcology.org","llemmon@field-ops.org",NA
"33ac58a1-0147-4a14-921d-60538a80349a","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","1","41_02","LOJA","Lonicera japonica Thunb.","species",NA,"",2,100,0,8,2.22,NA,"jporta@BattelleEcology.org","llemmon@field-ops.org",NA
"f9efa987-3dcc-4290-8dde-d978f2c9103d","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","4","41_01","FRAM2","Fraxinus americana L.","species",NA,"cf. species",2,100,0,3,1.32,NA,"jporta@BattelleEcology.org","llemmon@field-ops.org",NA
"0e171ebc-136a-45ce-867b-94ad263a3acc","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","4","41_01","RUPH","Rubus phoenicolasius Maxim.","species",NA,"",4,0,100,3,1.32,NA,"jporta@BattelleEcology.org","llemmon@field-ops.org",NA
"92c9ed0d-fce8-4e65-adc9-8d9e92702a48","SERC_055.basePlot.vst","2017-11-28","vst_SERC_2017","D02","SERC","SERC_055","41","1","41_02","ROMU","Rosa multiflora Thunb.","species",NA,"",98,100,0,8,2.22,NA,"jporta@BattelleEcology.org","llemmon@field-ops.org",NA
"b76fb8d0-a6d1-4856-b43e-298698c58b10","SERC_055.basePlot.vst","2018-11-08","vst_SERC_2018","D02","SERC","SERC_055","41","1","41_01","ROMU","Rosa multiflora Thunb.","species",NA,NA,90,5,95,6.3,3.08,NA,NA,NA,NA
"2122e1c2-4d29-4002-af90-452a1eed736a","SERC_055.basePlot.vst","2018-11-08","vst_SERC_2018","D02","SERC","SERC_055","41","1","41_01","LOJA","Lonicera japonica Thunb.","species",NA,NA,10,70,30,6.3,3.08,NA,NA,NA,NA
"dfc12b50-17b2-4c36-b7b6-91abe5403e7b","JERC_051.basePlot.vst","2015-09-01","vst_JERC_2015","D03","JERC","JERC_051","39","1","39 _0","PRAM","Prunus americana Marshall","species",NA,"",40,1,NA,6,1.56,NA,"jshaffer@field-ops.org","dbyerley@field-ops.org","legacyData"
"526510c8-b27c-4026-892b-5d6014c72609","JERC_051.basePlot.vst","2015-09-01","vst_JERC_2015","D03","JERC","JERC_051","39","1","39 _0","QUMA13","Quercus margaretta","species",NA,"",20,100,NA,6,1.56,NA,"jshaffer@field-ops.org","dbyerley@field-ops.org","legacyData"
"fdccf28f-035a-4d55-a956-9b27f292b4a0","JERC_060.basePlot.vst","2015-09-02","vst_JERC_2015","D03","JERC","JERC_060","23",NA,"23 _0","VAAR","Vaccinium arboreum Marshall","species",NA,"",15,100,0,6,3.12,NA,"jshaffer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"d7a346a8-72df-4114-8550-50e663c91449","JERC_060.basePlot.vst","2015-09-02","vst_JERC_2015","D03","JERC","JERC_060","23",NA,"23 _0","SASSA","Sassafras sp.","genus",NA,"",10,100,0,6,1.9,NA,"jshaffer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"04edfdfb-d438-4252-8792-9cfc4ad4ab3a","JERC_060.basePlot.vst","2015-09-02","vst_JERC_2015","D03","JERC","JERC_060","23",NA,"23 _0","QUNI","Quercus nigra L.","species",NA,"",60,100,0,6,3.12,NA,"jshaffer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"bc674404-a18c-459b-bd61-f1a931adc0bb","JERC_060.basePlot.vst","2015-09-02","vst_JERC_2015","D03","JERC","JERC_060","23",NA,"23 _0","SASSA","Sassafras sp.","genus",NA,"",15,100,0,6,3.12,NA,"jshaffer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"8c881819-ef29-43d7-9dc2-c2e252c9c3b3","JERC_060.basePlot.vst","2015-09-02","vst_JERC_2015","D03","JERC","JERC_060","23",NA,"23 _0","QUFA","Quercus falcata Michx.","species",NA,"",10,100,0,6,1.9,NA,"jshaffer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"dfae6aea-a1f3-43ef-9420-e447630b82fd","JERC_060.basePlot.vst","2015-09-02","vst_JERC_2015","D03","JERC","JERC_060","23",NA,"23 _0","QUHE2","Quercus hemisphaerica W. Bartram ex Willd.","species",NA,"",10,100,0,6,3.12,NA,"jshaffer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"82e95c3f-1392-4d4e-be4a-30e8a32cc536","JERC_060.basePlot.vst","2015-09-02","vst_JERC_2015","D03","JERC","JERC_060","23",NA,"23 _0","VAAR","Vaccinium arboreum Marshall","species",NA,"",30,100,0,6,1.9,NA,"jshaffer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"cbc06996-68c1-469e-bfd8-5e361916c37b","JERC_066.basePlot.vst","2015-09-17","vst_JERC_2015","D03","JERC","JERC_066","39",NA,"39 _0","RHCO","Rhus copallinum L.","species",NA,"",2,100,0,9.8,1.56,NA,"ecayia@field-ops.org","smatlick@field-ops.org","legacyData"
"b1565a90-b91f-40f4-b7c4-65ae6d8ba112","JERC_066.basePlot.vst","2015-09-17","vst_JERC_2015","D03","JERC","JERC_066","39",NA,"39 _0","RUBUS","Rubus sp.","genus",NA,"",2,100,0,9.8,1.56,NA,"ecayia@field-ops.org","smatlick@field-ops.org","legacyData"
"623c98e9-3226-4a16-9a85-896b93768222","JERC_066.basePlot.vst","2015-09-17","vst_JERC_2015","D03","JERC","JERC_066","39",NA,"39 _0","PRSE2","Prunus serotina Ehrh.","species",NA,"cf. species",30,80,20,9.8,1.56,NA,"ecayia@field-ops.org","smatlick@field-ops.org","legacyData"
"bab9869d-9a90-446d-8c97-9506acca5a94","JERC_066.basePlot.vst","2015-09-17","vst_JERC_2015","D03","JERC","JERC_066","39",NA,"39 _0","SASSA","Sassafras sp.","genus",NA,"",15,75,25,9.8,1.56,NA,"ecayia@field-ops.org","smatlick@field-ops.org","legacyData"
"b5a848f5-840f-4aee-912b-67a1d1c2d25e","OSBS_031.basePlot.vst","2015-08-07","vst_OSBS_2015","D03","OSBS","OSBS_031","23","2","23 _0","VAAR","Vaccinium arboreum Marshall","species",NA,NA,85,90,10,2,0.96,NA,"jkilmer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"568c2ada-4e6d-4151-b4c6-b6bae7165f31","OSBS_031.basePlot.vst","2015-08-07","vst_OSBS_2015","D03","OSBS","OSBS_031","23","2","23 _0","DIOSP","Diospyros sp.","genus",NA,NA,15,100,0,2,1.1,NA,"jkilmer@field-ops.org","lwilkinson@field-ops.org","legacyData"
"122ed96f-575c-4be6-ab1d-75065da99554","OSBS_017.basePlot.vst","2015-10-07","vst_OSBS_2015","D03","OSBS","OSBS_017","31",NA,"31 _0","LYLU3","Lyonia lucida (Lam.) K. Koch","species",NA,NA,100,95,5,76,2.26,"tag 793","psoucy@field-ops.org, mmugnani@field-ops.org","jkilmer@field-ops.org","legacyData"
"802578a0-d5ae-46c7-bb18-09ed850b7188","GUAN_061.basePlot.vst","2015-06-30","vst_GUAN_2015","D04","GUAN","GUAN_061","39","3","39 _0","2PLANT","Unknown plant","kingdom",NA,NA,100,100,0,0.7,2.78,NA,"adavila@neoninc.org","adavila@neoninc.org","legacyData"
"2db34532-5c22-49b1-9a65-10b5b83c5058","GUAN_061.basePlot.vst","2015-06-30","vst_GUAN_2015","D04","GUAN","GUAN_061","21","1","21 _0","2PLANT","Unknown plant","kingdom",NA,NA,100,80,20,1.5,3.62,NA,"adavila@neoninc.org","adavila@neoninc.org","legacyData"
"83f66039-fd45-435d-9383-09c2f4860744","GUAN_061.basePlot.vst","2015-06-30","vst_GUAN_2015","D04","GUAN","GUAN_061","21","1","21 _0","2PLANT","Unknown plant","kingdom",NA,NA,100,60,40,1.5,4.84,NA,"adavila@neoninc.org","adavila@neoninc.org","legacyData"
"9ae3a97c-bf07-44a7-aabd-226d47343080","GUAN_061.basePlot.vst","2015-06-30","vst_GUAN_2015","D04","GUAN","GUAN_061","21","4","21 _0","CROTO","Croton sp.","genus",NA,NA,100,100,0,1.5,1.68,NA,"adavila@neoninc.org","adavila@neoninc.org","legacyData"
"dbdfff25-3718-43eb-a328-39c14a1fe228","GUAN_061.basePlot.vst","2015-06-30","vst_GUAN_2015","D04","GUAN","GUAN_061","21","1","21 _0","2PLANT","Unknown plant","kingdom",NA,NA,100,100,0,1.5,4.56,NA,"adavila@neoninc.org","adavila@neoninc.org","legacyData"
"353887b5-64bb-4886-b9de-4b10e26b4a22","GUAN_049.basePlot.vst","2015-07-03","vst_GUAN_2015","D04","GUAN","GUAN_049","23","2","23 _0","2PLANT","Unknown plant","kingdom",NA,NA,100,95,5,0.7,1.94,NA,"wplaza-muniz@field-ops.org","wplaza-muniz@field-ops.org","legacyData"
"8702df0d-b314-4ef4-9ac5-9c5d15c9c7d3","GUAN_047.basePlot.vst","2015-07-15","vst_GUAN_2015","D04","GUAN","GUAN_047","21","1","21 _0","2PLANT","Unknown plant","kingdom",NA,NA,100,80,20,7.5,3.74,NA,"aalvarado@neoninc.org","adavila@neoninc.org","legacyData"
"393b4547-4d47-4b37-b1b4-4c12b0e919cc","GUAN_056.basePlot.vst","2015-07-20","vst_GUAN_2015","D04","GUAN","GUAN_056","39","1","39 _0","2PLANT","Unknown plant","kingdom",NA,NA,100,60,40,4,2.68,NA,"adavila@neoninc.org","lrivera@neoninc.org","legacyData"
"b97f109e-cccd-42a0-832d-a15c98b65c74","GUAN_008.basePlot.vst","2016-03-31","vst_GUAN_2016","D04","GUAN","GUAN_008","32","4","32_03","GYLU","Gymnanthes lucida Sw.","species",NA,NA,40,100,0,4.5,2.27,NA,"lrivera@field-ops.org","lrivera@field-ops.org",NA
