"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","chlorophyllSampleID","chlorophyllSampleCode","collectDate","sampleCondition","extractionStartDate","extractionLength","freshMass","solventVolume","analyticalRepNumber","extractChlAConc","extractChlBConc","extractCarotConc","relativeAccuracyScale","handlingQF","measurementQF","remarks","laboratoryName","testMethod","analyzedBy","reviewedBy","dataQF"
"5950343b-2d4a-4211-b337-59bf9ec5d429","HARV_006.basePlot.cfc","D01","HARV","HARV_006","distributed","AVQkM2txccff87SxuZNcE+iY147qeowcrBke51Z5alM=","A00000000765","AVQkM2txccff87SxuZNcE+iY147qeowcfWOIYRLftFk=","D00000007984","2018-09-05T18:04Z","OK","2018-09-17",48,0.2802,20,1,21.6,5.88,5.4,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"a608a1aa-0fe7-4a11-a265-1c4ee8b15974","HARV_006.basePlot.cfc","D01","HARV","HARV_006","distributed","AVQkM2txcccbfq2mByGOeXPHFFcT7zucTX5MUkVCdZs=","A00000000747","AVQkM2txcccbfq2mByGOeXPHFFcT7zucXukXAzNK/EQ=","D00000008019","2018-09-06T13:01Z","OK","2018-09-17",48,0.246,20,1,19.92,5.15,5.54,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"c2c0f62b-10e6-4473-aefd-4bd4bc750ac2","HARV_006.basePlot.cfc","D01","HARV","HARV_006","distributed","AVQkM2txccenLB73JxEdacLoLcwaSeCKrDi+Yo1Cuyg=","A00000000764","AVQkM2txccenLB73JxEdacLoLcwaSeCKVyfJWp3MM4I=","D00000008013","2018-09-06T14:34Z","OK","2018-09-17",48,0.2196,20,1,11.68,2.16,3.14,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"ef6b370b-80c7-465b-8494-e5a13a1aa290","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","AVQkM2txccfoJDNLYOYIVdYKO96X0hP5YNhoGUjrzdg=","A00000000743","AVQkM2txccfoJDNLYOYIVdYKO96X0hP5qNBjBC9Klnw=","D00000007992","2018-09-06T16:56Z","OK","2018-09-17",48,0.2105,20,1,17.52,4.95,4.76,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"85e14fac-5bfe-4b37-86df-81107c8de5c7","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","AVQkM2txccfr8sOhlxEHYwQ7kBCYQdB7W5OTZwMQwvE=","A00000000758","AVQkM2txccfr8sOhlxEHYwQ7kBCYQdB7kGfPBInV5WLU54xAzu4PYw==","D00000007990","2018-09-06T18:11Z","OK","2018-09-17",48,0.199,20,1,34.88,11.32,7.79,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"572e6887-6226-44ca-b4cf-ae6c32dfa6e8","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","AVQkM2txcccSmS/+trysX9MD/YSgk8+T4vjMfdPDA4I=","A00000000767","AVQkM2txcccSmS/+trysX9MD/YSgk8+Ta5utHpXhGbA=","D00000007986","2018-09-07T14:22Z","OK","2018-09-17",48,0.1958,20,1,23.32,5.45,5.75,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"149401e2-4369-41f6-9b69-157fd3db1727","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccPybg3jdEvENrtT75oYMHcXgqTe+G80ok=","A00000000790","AVQkM2txcccPybg3jdEvENrtT75oYMHcdsYMXBGTcTo=","D00000008001","2018-09-07T17:11Z","OK","2018-09-17",48,0.2974,20,1,8.24,3,2.17,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"986d1707-ba58-497d-9888-aadcd251d506","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccewditTwq1KuTCeBLO/0I69XwYsO5JkgA=","A00000000759","AVQkM2txcccewditTwq1KuTCeBLO/0I6sqiSgBniULw=","D00000007974","2018-09-07T17:18Z","OK","2018-09-17",48,0.2769,20,1,10.6,1.92,3.25,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"c665de69-e679-457b-9567-a68f32878fa7","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccWZgV/vveh/oF23uonq/XmCwAmhLDCbJc=","A00000000766","AVQkM2txcccWZgV/vveh/oF23uonq/Xm+8JAhaJG1Wg=","D00000007985","2018-09-07T18:21Z","OK","2018-09-17",48,0.3317,20,1,10.32,4.28,3.68,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"150a242d-4de1-4521-b2f5-0e0021c52766","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOsudACi5yacTWac7zJEpUOd0=","A00000000789","AVQkM2txccc6noxeRrSOsudACi5yacTWbR9ErTqo2nQ=","D00000007975","2018-09-10T15:13Z","OK","2018-09-17",48,0.2864,20,1,12.48,3.44,2.85,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"75883162-9310-4d72-ae07-51c2aae9bc04","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOspAHhVexlzM8mwyaXdOFLv0=","A00000000751","AVQkM2txccc6noxeRrSOspAHhVexlzM83ihk2PSAZ3E=","D00000008000","2018-09-10T16:11Z","OK","2018-09-17",48,0.3167,20,1,12.56,3.73,2.74,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"f07b2087-d945-4346-9f56-53045dcae64f","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOstsf5AN8gGYTM9iUT5t+h/M=","A00000000749","AVQkM2txccc6noxeRrSOstsf5AN8gGYTCQBmmI3PnTM=","D00000007994","2018-09-10T17:31Z","OK","2018-09-17",48,0.2682,20,1,10.26,2.94,2.22,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"610933e5-0cf0-4958-a2e6-72b74a006727","HARV_037.basePlot.cfc","D01","HARV","HARV_037","tower","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJOsxtT1HohFU=","A00000000785","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ7y/4zzIY57E=","D00000007988","2018-09-10T19:01Z","OK","2018-09-17",48,0.2876,20,1,6.8,1.86,2.34,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"96a18d9c-fc05-4673-94d5-0a56f9370fa5","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txcceHQFirHzLlz4nW78zFSrJxK9BWZIIqEpY=","A00000000776","AVQkM2txcceHQFirHzLlz4nW78zFSrJxJUznbcKpMhs=","D00000007991","2018-09-11T13:40Z","OK","2018-09-19",48,0.1293,20,1,12.52,3.33,3.13,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"e7f39e8d-8f49-4210-b2c9-adaf0463f018","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHAMiMLvYo7JM=","A00000000791","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHSfyHVzTZlUM=","D00000007978","2018-09-11T16:34Z","OK","2018-09-19",48,0.3366,20,1,9.78,2.46,2.31,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"16911211-2d04-4952-b54d-2fc1d3c93f34","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBPNXJVsHINiA=","A00000000787","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBw6mXlEWFqcs=","D00000007977","2018-09-11T17:39Z","OK","2018-09-19",48,0.2491,20,1,11.48,2.92,2.68,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"abe3ac02-4c56-4c07-b2bd-fc52dc98b1fb","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=","A00000000761","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtOjHnNa+XxKcE=","D00000008004","2018-09-12T13:32Z","OK","2018-09-19",48,0.1517,20,1,14,4.06,3.67,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"c93717a9-c16c-4e98-babf-5f2252be2866","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=","A00000000748","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs5qDdK2dRN9Y=","D00000007989","2018-09-12T14:25Z","OK","2018-09-19",48,0.1557,20,1,10.94,3.13,2.89,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"fe801d57-9036-41f2-81d7-812bb230efe3","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=","A00000000779","AVQkM2txccffTtmrmjG0vVZY8OLPbga3nJ2mJEVWpGY=","D00000008005","2018-09-12T15:04Z","OK","2018-09-19",48,0.1861,20,1,6.26,1.54,1.8,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"738dcba1-b8ff-48e7-a657-c34b96719884","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUzJcb1+fDsIE=","A00000000777","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUm4ggpq8z3Q0=","D00000008008","2018-09-12T17:31Z","OK","2018-09-19",48,0.1819,20,1,8.18,1.63,2.56,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"72c355f6-0163-4c27-913e-bf9d80a5818c","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmZL07MDmXjW4=","A00000000782","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmi3LVDLB2JZ4=","D00000008007","2018-09-12T18:02Z","OK","2018-09-19",48,0.1778,20,1,7.86,2.11,2.01,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"c26514bc-7009-4f30-a610-d6ac8b292fa5","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAIZh3QZPb/WruL57gVIC+GE=","A00000000741","AVQkM2txcccKiof8yXpZAIZh3QZPb/WrwOYxNoOaS9s=","D00000008009","2018-09-12T18:43Z","OK","2018-09-19",48,0.1695,20,1,7.44,1.59,1.99,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"3e5c803d-97ea-42e1-a038-3adb86be6acd","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanDTsoqzSu/KE=","A00000000781","AVQkM2txccfiSjgtVV+ppr9FMbi3QSancpDIdLHT3CI=","D00000008002","2018-09-13T13:17Z","OK","2018-09-19",48,0.1631,20,1,10.66,2.82,2.95,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"79d480b6-6eed-4a93-a423-e2924a701a44","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=","A00000000784","AVQkM2txccdwqwobATHHU2r8Mh0CVy+I5P1XjE2pVlg=","D00000008006","2018-09-13T13:48Z","OK","2018-09-19",48,0.2153,20,1,15.64,3.97,4.18,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"355acd57-f285-446c-86b9-ea4f54dfc0b3","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy/Cef7KABvT4=","A00000000742","AVQkM2txccfiSjgtVV+pptOYsYeSWQKyk88tXplDPUQ=","D00000007982","2018-09-13T15:14Z","OK","2018-09-19",48,0.1649,20,1,14.38,4.14,3.95,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"c6dfa7ac-7e7a-4e57-890e-d7328fd2fad9","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccef2labSJF6XRr/e6EabGRtYmCyKOw2YUM=","A00000000778","AVQkM2txccef2labSJF6XRr/e6EabGRtzK8D7rIUrwirTpidw83pvw==","D00000008018","2018-09-13T18:20Z","OK","2018-09-19",48,0.1371,20,1,9.88,2.73,2.87,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"5b29108b-48f7-432a-9a24-d8e5fee7eb7c","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=","A00000000775","AVQkM2txcce10wz3R9YDPCy/qOkm4YuhhYVuvsSYX80=","D00000008017","2018-09-13T19:07Z","OK","2018-09-19",48,0.1525,20,1,8.58,1.92,2.19,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"a5e0c41a-4234-4262-a744-988ef0c3b7cf","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTxwuHuVekxaA=","A00000000750","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTB9IxOWrLYBXMQhTCsFluHg==","D00000007998","2018-09-13T19:57Z","OK","2018-09-19",48,0.152,20,1,14.58,4.01,3.86,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"9a4305f4-545d-4654-a247-aa1eeb247d3e","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8loyloTarjQ/wzkXvTRKclI=","A00000000783","AVQkM2txcceIitBakpoc8loyloTarjQ/t457ho/oZA4=","D00000007976","2018-09-17T13:45Z","OK","2018-09-28",48,0.1734,20,1,4.87,1.16,1.24,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"250d3d0b-5eaa-45cf-905b-5537110c4a17","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8h0+cR9qiKY2SVo741tpyNU=","A00000000760","AVQkM2txcceIitBakpoc8h0+cR9qiKY2PV0U2sdSzfw=","D00000007997","2018-09-17T16:27Z","OK","2018-09-28",48,0.1476,20,1,4.99,1.23,1.31,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"eb3de744-0d47-4776-97c1-04f4bd2b5131","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8nNFI38kpaWdWDI6HA3w2cQ=","A00000000754","AVQkM2txcceIitBakpoc8nNFI38kpaWdkUTWu38WpUI=","D00000007999","2018-09-17T19:26Z","OK","2018-09-28",48,0.133,20,1,2.97,0.92,0.83,"A","0","0",NA,"EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","5SD3v6V9C763w1YKG/y7EA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"b9be63f8-1675-4348-8cfc-944ac0526918","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=",NA,"HvxvVDlCk1+52DmmtjULpk2KHiWTONl2q7eGpKKpKI8=",NA,"2017-07-24T12:29Z","OK","2017-08-02",48,0.082,20,1,11.63,3.58,2.55,"A","0","0","","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"3fc5b7f7-565c-4345-9374-c64955d7d965","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk18recdnuMUehunN/NlpHPvsn6rKCv4cW6M=",NA,"HvxvVDlCk18recdnuMUehunN/NlpHPvsIcpjO7NuyDUJ5zIDZRpxDA==",NA,"2017-07-24T13:06Z","OK","2017-08-02",48,0.0756,20,1,9.99,2.96,2.64,"A","0","0","","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"6c48b274-13f9-4107-b631-cf3c16b9effc","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhRw+6sK11aWqs=",NA,"HvxvVDlCk1+PJvxtOAh+kuFriv5tZbhR/KZ9+6WK02M=",NA,"2017-07-24T15:09Z","OK","2017-08-02",48,0.0952,20,1,11.39,3.8,2.41,"A","0","0","","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
"59c3efac-24c4-4318-b021-24960256f3ba","SCBI_004.basePlot.cfc","D02","SCBI","SCBI_004","distributed","HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1oknqmSB0px8=",NA,"HvxvVDlCk1/lWAw6u5RweSwfmAamcWY1OGpqMATVll8=",NA,"2017-07-25T13:28Z","OK","2017-08-02",48,0.091,20,1,9.52,3.01,3.2,"A","0","0","","EcoAnalysts Inc.","NEON_ChlandCarotenoids_Methanol","U3wVVQf3L21L1X990qsfZA==","oRIgwAyNbI9p3dxUK5sY7g==",NA
