"uid","namedLocation","domainID","siteID","plotID","plotType","sampleID","sampleCode","collectDate","ovenStartDate","ovenEndDate","sampleCondition","cnSampleID","cnSampleCode","ligninSampleID","ligninSampleBarcode","archiveSampleID","archiveSampleCode","toxicodendronPossible","processedBy","remarks","dataQF"
"60e68db6-6887-42ad-9d30-e8addf4b1bc6","HARV_004.basePlot.cfc","D01","HARV","HARV_004","distributed","AVQkM2txcccSmS/+trysX9MD/YSgk8+T4vjMfdPDA4I=","A00000000767","2018-09-07T14:22Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccSmS/+trysX9MD/YSgk8+TYiNDbJI3B9w=","A00000032332","AVQkM2txcccSmS/+trysX9MD/YSgk8+TQoAXtiovxzs=","A00000032061","AVQkM2txcccSmS/+trysX9MD/YSgk8+Tj0VvREmmWGw=","A00000032062",NA,"asands@battelleecology.org","",NA
"963f58e1-7c5d-454a-b87b-40f7804cd24b","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccPybg3jdEvENrtT75oYMHcXgqTe+G80ok=","A00000000790","2018-09-07T17:11Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccPybg3jdEvENrtT75oYMHcMdmVt0yIBAI=","A00000032082","AVQkM2txcccPybg3jdEvENrtT75oYMHc8qvviMW25Wk=","A00000032083","AVQkM2txcccPybg3jdEvENrtT75oYMHc97LCIyf2glA=","A00000032081",NA,"asands@battelleecology.org","",NA
"4fbce60e-0af9-4f2b-b3f0-7ac608b25f7b","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccewditTwq1KuTCeBLO/0I69XwYsO5JkgA=","A00000000759","2018-09-07T17:18Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccewditTwq1KuTCeBLO/0I6ITJRpOZ7Voo=","A00000032078","AVQkM2txcccewditTwq1KuTCeBLO/0I6ezujqtZiDo0=","A00000032079","AVQkM2txcccewditTwq1KuTCeBLO/0I6EDDnzAoHvJ8=","A00000032080",NA,"asands@battelleecology.org","",NA
"37b6748a-9a61-4538-84d5-e0e9019971a0","HARV_010.basePlot.cfc","D01","HARV","HARV_010","distributed","AVQkM2txcccWZgV/vveh/oF23uonq/XmCwAmhLDCbJc=","A00000000766","2018-09-07T18:21Z","2018-09-10T19:10Z","2018-09-17T15:28Z","OK","AVQkM2txcccWZgV/vveh/oF23uonq/Xm6Zd2XPCwgfA=","A00000032076","AVQkM2txcccWZgV/vveh/oF23uonq/XmzvY2DmXY2zc=","A00000032077","AVQkM2txcccWZgV/vveh/oF23uonq/XmePoMcpQyrAk=","A00000032075",NA,"asands@battelleecology.org","",NA
"92eb8e7c-fb72-4fbd-af63-c11b412a5055","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOsudACi5yacTWac7zJEpUOd0=","A00000000789","2018-09-10T15:13Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txccc6noxeRrSOsudACi5yacTWuQycI8J3Fk4=","A00000032067","AVQkM2txccc6noxeRrSOsudACi5yacTWWzFj64OQbq4=","A00000032068","AVQkM2txccc6noxeRrSOsudACi5yacTWl3NP5hTvP9s=","A00000032066",NA,"asands@battelleecology.org","",NA
"f3b747e4-2663-4e87-9296-48cfd55ccd7c","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOspAHhVexlzM8mwyaXdOFLv0=","A00000000751","2018-09-10T16:11Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txccc6noxeRrSOspAHhVexlzM8j816Kwxl6Pc=","A00000032073","AVQkM2txccc6noxeRrSOspAHhVexlzM8hgZ6bM9HX7c=","A00000032074","AVQkM2txccc6noxeRrSOspAHhVexlzM8mevw5CIV5yE=","A00000032072",NA,"asands@battelleecology.org","",NA
"8cde2648-8178-47c8-8375-cb23f08fcfd2","HARV_022.basePlot.cfc","D01","HARV","HARV_022","distributed","AVQkM2txccc6noxeRrSOstsf5AN8gGYTM9iUT5t+h/M=","A00000000749","2018-09-10T17:31Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txccc6noxeRrSOstsf5AN8gGYTKoLI8E54TW8=","A00000032070","AVQkM2txccc6noxeRrSOstsf5AN8gGYTgJxTLwNqvrI=","A00000032071","AVQkM2txccc6noxeRrSOstsf5AN8gGYT4jahcmPyW+c=","A00000032069",NA,"asands@battelleecology.org","",NA
"6024e30f-190a-444a-8d6c-0c8a5d85b854","HARV_037.basePlot.cfc","D01","HARV","HARV_037","tower","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJOsxtT1HohFU=","A00000000785","2018-09-10T19:01Z","2018-09-11T18:56Z","2018-09-17T15:04Z","OK","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ6fllGE9Ada4=","A00000032065","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJ6dufJyKnqUw=","A00000032064","AVQkM2txcceLRS2ArSfV2TKAS6PImhMJZvOTv3XFPBg=","A00000032063",NA,"asands@battelleecology.org","",NA
"006b2541-f705-40da-ab98-0c1da7fc675c","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txcceHQFirHzLlz4nW78zFSrJxK9BWZIIqEpY=","A00000000776","2018-09-11T13:40Z","2018-09-12T18:15Z","2018-09-17T15:04Z","OK","AVQkM2txcceHQFirHzLlz4nW78zFSrJxD05v7BZBSuE=","A00000032092","AVQkM2txcceHQFirHzLlz4nW78zFSrJxGnKnyuR6LT0=","A00000032090","AVQkM2txcceHQFirHzLlz4nW78zFSrJxdO3nBpJ3O7I=","A00000032091",NA,"gvanscoy@field-ops.org","",NA
"dae4c9aa-5b4f-437e-89e4-47187d5de5eb","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHAMiMLvYo7JM=","A00000000791","2018-09-11T16:34Z","2018-09-12T18:15Z","2018-09-17T15:04Z","OK","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTH2RKc9U7dYiU=","A00000032087","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTH3OvbDaCduwE=","A00000032088","AVQkM2txccfbm8FmR6uYPhdBaTNLRjTHJeqaqpJ+lnQ=","A00000032089",NA,"gvanscoy@field-ops.org","",NA
"80d7094b-179b-448c-a0f8-1759a1e5aed5","HARV_021.basePlot.cfc","D01","HARV","HARV_021","distributed","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBPNXJVsHINiA=","A00000000787","2018-09-11T17:39Z","2018-09-12T18:15Z","2018-09-17T15:04Z","OK","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBXO2tsJpgrnc=","A00000032086","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBFFIN8LOvUiY=","A00000032085","AVQkM2txccfbm8FmR6uYPtcFoCQCwRlBVVv5ogrB03Y=","A00000032084",NA,"gvanscoy@field-ops.org","",NA
"befe2b78-758d-49bc-8847-eb680f9ebea7","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO2NZL09Hgnug=","A00000000761","2018-09-12T13:32Z","2018-09-13T13:00Z","2018-09-18T14:40Z","OK","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtOvRIPkbrsm0c=","A00000032330","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO7ePCNT+CTlM=","A00000032331","AVQkM2txccdjiqyLpwJ6Hd2h51zCMAtO8TkQQJu89Xs=","A00000032329",NA,"gvanscoy@field-ops.org","",NA
"c5512eff-b542-49fd-96e9-44c4424797cb","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsv29qf/p3LSo=","A00000000748","2018-09-12T14:25Z","2018-09-13T13:00Z","2018-09-18T14:40Z","OK","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs9vsZiNRAjKo=","A00000032327","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQsQoxs+YedSno=","A00000032328","AVQkM2txcccmWvD+VUNzF6MwCeNJeRQs0xCycfh6pgc=","A00000032326",NA,"gvanscoy@field-ops.org","",NA
"0e9c5a1e-ca11-4459-ab06-cf8589963235","HARV_001.basePlot.cfc","D01","HARV","HARV_001","distributed","AVQkM2txccffTtmrmjG0vVZY8OLPbga3j9ACPpMZkdc=","A00000000779","2018-09-12T15:04Z","2018-09-13T13:00Z","2018-09-18T14:40Z","OK","AVQkM2txccffTtmrmjG0vVZY8OLPbga3xJgbmWM2qJc=","A00000032324","AVQkM2txccffTtmrmjG0vVZY8OLPbga3+1D8t0qjvSk=","A00000032325","AVQkM2txccffTtmrmjG0vVZY8OLPbga3bORnGXLgIvE=","A00000032323",NA,"gvanscoy@field-ops.org","",NA
"131c861a-97c7-48d0-9492-c51c588981ff","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUzJcb1+fDsIE=","A00000000777","2018-09-12T17:31Z","2018-09-13T13:00Z","2018-09-18T14:50Z","OK","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUI/+8OT18CSw=","A00000032321","AVQkM2txcccKiof8yXpZAHuQDF5jQZnUxbkkoQyrMX4=","A00000032322","AVQkM2txcccKiof8yXpZAHuQDF5jQZnURr9Yj6wfqKg=","A00000032320",NA,"gvanscoy@field-ops.org","",NA
"becc0912-eeb0-4b8c-8e1b-d275e086fc73","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmZL07MDmXjW4=","A00000000782","2018-09-12T18:02Z","2018-09-13T13:00Z","2018-09-18T14:50Z","OK","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmGM1NW7kxyn0=","A00000032318","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmg/BrGeR1kHc=","A00000032317","AVQkM2txcceHcJqM/wRpOotLqLf5uwVmqoOdocO8Tu8=","A00000032319",NA,"gvanscoy@field-ops.org","",NA
"53d14de8-0b2c-4e44-9a92-e55dbbf82acb","HARV_005.basePlot.cfc","D01","HARV","HARV_005","distributed","AVQkM2txcccKiof8yXpZAIZh3QZPb/WruL57gVIC+GE=","A00000000741","2018-09-12T18:43Z","2018-09-13T13:00Z","2018-09-18T14:50Z","OK","AVQkM2txcccKiof8yXpZAIZh3QZPb/WrJ10RzT8uUz4=","A00000032315","AVQkM2txcccKiof8yXpZAIZh3QZPb/Wrm939WNbAGL8=","A00000032314","AVQkM2txcccKiof8yXpZAIZh3QZPb/Wrt5VkXjF9V/M=","A00000032316",NA,"gvanscoy@field-ops.org","",NA
"eb798c78-046e-40bd-aaa3-5ecccbc5dab0","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanDTsoqzSu/KE=","A00000000781","2018-09-13T13:17Z","2018-09-17T17:57Z","2018-09-24T13:55Z","OK","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanxwIAoUPZi6s=","A00000032258","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanqM0K9fr6C0U=","A00000032257","AVQkM2txccfiSjgtVV+ppr9FMbi3QSanL1CFaleLMw4=","A00000032259",NA,"gvanscoy@field-ops.org","",NA
"fd41da68-2316-4eab-bab7-eeeee6fa0696","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IIuJthUt1BUc=","A00000000784","2018-09-13T13:48Z","2018-09-17T17:50Z","2018-09-24T13:55Z","OK","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IiYwLv3UOUjA=","A00000032254","AVQkM2txccdwqwobATHHU2r8Mh0CVy+In3pjsCCDUKE=","A00000032256","AVQkM2txccdwqwobATHHU2r8Mh0CVy+IFr2DVJVPgPI=","A00000032255",NA,"gvanscoy@field-ops.org","",NA
"a6ebee96-0154-4d83-a67f-b8a08a32602d","HARV_002.basePlot.cfc","D01","HARV","HARV_002","distributed","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy/Cef7KABvT4=","A00000000742","2018-09-13T15:14Z","2018-09-17T18:06Z","2018-09-24T13:55Z","OK","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy61mQbZXD+SE=","A00000032253","AVQkM2txccfiSjgtVV+pptOYsYeSWQKy4rsIT2mGQwE=","A00000032252","AVQkM2txccfiSjgtVV+pptOYsYeSWQKyBQN9qwDdaMU=","A00000032251",NA,"gvanscoy@field-ops.org","",NA
"218a70c7-f923-48d8-aeb8-2dc91b5c9850","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccef2labSJF6XRr/e6EabGRtYmCyKOw2YUM=","A00000000778","2018-09-13T18:20Z","2018-09-17T17:44Z","2018-09-24T13:45Z","OK","AVQkM2txccef2labSJF6XRr/e6EabGRtpMKDZNCiaHY=","A00000032249","AVQkM2txccef2labSJF6XRr/e6EabGRtfnbsACBGAkXHr/yRc7tkGQ==","A00000032250","AVQkM2txccef2labSJF6XRr/e6EabGRt8ROA+QoviUE=","A00000032248",NA,"gvanscoy@field-ops.org","",NA
"97820863-86d9-44f5-b811-13de8cd6fd56","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh2kQz3M3JqDs=","A00000000775","2018-09-13T19:07Z","2018-09-17T17:09Z","2018-09-24T13:45Z","OK","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuhca5o3Nfg3po=","A00000032242","AVQkM2txcce10wz3R9YDPCy/qOkm4YuhyFoGIkKm2B8=","A00000032244","AVQkM2txcce10wz3R9YDPCy/qOkm4Yuh+nabcnv2RfY=","A00000032243",NA,"gvanscoy@field-ops.org","This tree is actually an Acer rubrum (ACRU).",NA
"1336081e-b9f9-4ea4-84f3-bbf2c394e2dd","HARV_020.basePlot.cfc","D01","HARV","HARV_020","distributed","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTxwuHuVekxaA=","A00000000750","2018-09-13T19:57Z","2018-09-17T17:26Z","2018-09-24T13:45Z","OK","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTFBMTYWYhVdM=","A00000032241","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTWyAmWfd6HZWC+uYZPesvTg==","A00000032239","AVQkM2txccfQ9gL84DDu1LiWnMK9XSZTLTX4YKpQJKk=","A00000032240",NA,"gvanscoy@field-ops.org","This tree is actually an Acer nigrum (ACNI5).",NA
"c17f9558-e7fc-41c2-896b-a7227dfa5114","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8loyloTarjQ/wzkXvTRKclI=","A00000000783","2018-09-17T13:45Z","2018-09-18T12:23Z","2018-09-24T14:00Z","OK","AVQkM2txcceIitBakpoc8loyloTarjQ/7zl/Y28WAbA=","A00000032237","AVQkM2txcceIitBakpoc8loyloTarjQ/rP+tTiZyn6o=","A00000032236","AVQkM2txcceIitBakpoc8loyloTarjQ/AXEMSB+fjhA=","A00000032238",NA,"gvanscoy@field-ops.org","",NA
"517c96c5-ddce-4bd7-889b-a2d69cc05e57","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8h0+cR9qiKY2SVo741tpyNU=","A00000000760","2018-09-17T16:27Z","2018-09-18T12:56Z","2018-09-24T14:00Z","OK","AVQkM2txcceIitBakpoc8h0+cR9qiKY2YZjAFu9gIak=","A00000032233","AVQkM2txcceIitBakpoc8h0+cR9qiKY2AFs3x4wamJI=","A00000032234","AVQkM2txcceIitBakpoc8h0+cR9qiKY2FuNO6xGnLeo=","A00000032235",NA,"gvanscoy@field-ops.org","",NA
"855d783b-542f-4b0b-aacc-22aa1071c62e","HARV_034.basePlot.cfc","D01","HARV","HARV_034","tower","AVQkM2txcceIitBakpoc8nNFI38kpaWdWDI6HA3w2cQ=","A00000000754","2018-09-17T19:26Z","2018-09-18T13:38Z","2018-09-24T14:00Z","OK","AVQkM2txcceIitBakpoc8nNFI38kpaWdAuIc33KY3qU=","A00000032230","AVQkM2txcceIitBakpoc8nNFI38kpaWd5I7KijKLSBM=","A00000032231","AVQkM2txcceIitBakpoc8nNFI38kpaWd1Gj8KJZU6Ns=","A00000032232",NA,"gvanscoy@field-ops.org","",NA
"6512932c-54f0-42fd-a713-de2a8b7d65db","SCBI_005.basePlot.cfc","D02","SCBI","SCBI_005","distributed","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2optV4j8vL6Y=",NA,"2017-07-24T12:29Z","2017-07-25T22:00Z","2017-07-30T22:00Z","OK","HvxvVDlCk1+52DmmtjULpk2KHiWTONl2TM9SwPpPt9o=",NA,"HvxvVDlCk1+52DmmtjULpk2KHiWTONl2AyBk/0pbYcI=",NA,"HvxvVDlCk1+52DmmtjULpk2KHiWTONl2Yt5V+pUiTkk=",NA,NA,"imatlock@field-ops.org",NA,NA
